frame,face_id,timestamp,confidence,success,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.98,1,-59.7,16.9,378.7,-0.028,-0.118,-0.015,1.45,1.22,0.76,0.58,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,2.18,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,0,0.067,0.98,1,-60.3,16.4,381.2,-0.032,-0.114,-0.015,1.26,1.32,0.74,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.05,0.00,0.01,0.00,0.02,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,0,0.133,0.98,1,-60.3,16.2,381.9,-0.036,-0.114,-0.018,1.16,1.18,0.69,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,2.19,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,0,0.200,0.98,1,-60.0,16.0,381.8,-0.034,-0.113,-0.022,1.27,1.30,0.62,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,2.24,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,0,0.267,0.98,1,-59.6,15.9,381.2,-0.030,-0.115,-0.024,1.29,1.24,0.69,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,2.27,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0.333,0.98,1,-59.4,16.0,382.0,-0.028,-0.112,-0.025,1.26,1.23,0.65,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,2.25,0.00,0.03,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,0,0.400,0.98,1,-59.1,16.2,381.9,-0.029,-0.113,-0.026,1.25,1.02,0.63,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,2.21,0.00,0.00,0.00,0.06,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,0,0.467,0.98,1,-58.8,16.2,381.7,-0.027,-0.111,-0.026,1.31,1.07,0.64,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,2.19,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,0,0.533,0.98,1,-58.6,16.4,381.4,-0.028,-0.110,-0.024,1.08,1.11,0.72,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,2.16,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,0,0.600,0.98,1,-58.5,16.5,382.1,-0.029,-0.110,-0.023,1.07,0.88,0.58,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,2.37,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,0,0.667,0.98,1,-58.2,16.9,381.3,-0.026,-0.118,-0.021,1.19,0.92,0.59,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,2.28,0.00,0.02,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,0,0.733,0.98,1,-58.4,17.4,381.9,-0.023,-0.117,-0.020,1.19,1.03,0.69,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,2.16,0.00,0.03,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13,0,0.800,0.98,1,-58.4,17.8,381.2,-0.025,-0.113,-0.021,1.18,1.04,0.57,0.55,0.00,0.06,0.00,0.00,0.00,0.00,0.42,0.00,2.38,0.00,0.00,0.00,0.02,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14,0,0.867,0.98,1,-58.3,18.3,381.3,-0.025,-0.114,-0.021,1.23,1.05,0.73,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,2.26,0.00,0.02,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,0,0.933,0.98,1,-58.4,18.9,381.6,-0.024,-0.113,-0.023,1.24,1.08,0.72,0.66,0.00,0.01,0.00,0.00,0.00,0.00,0.33,0.00,2.22,0.00,0.01,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,0,1.000,0.98,1,-58.5,19.2,381.0,-0.020,-0.114,-0.023,1.14,0.99,0.48,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,2.00,0.00,0.09,0.00,0.00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,0,1.067,0.98,1,-58.6,19.7,381.4,-0.016,-0.114,-0.023,1.19,1.08,0.61,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,1.95,0.00,0.12,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,0,1.133,0.98,1,-57.7,20.6,381.1,-0.016,-0.121,-0.018,1.05,1.00,0.34,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,2.07,0.00,0.22,0.00,0.07,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,0,1.200,0.98,1,-57.1,21.4,380.6,-0.017,-0.132,-0.011,1.00,1.10,0.34,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,2.19,0.00,0.26,0.00,0.06,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20,0,1.267,0.98,1,-57.9,23.2,388.2,-0.010,-0.132,-0.009,1.54,1.44,0.33,0.16,0.00,0.12,0.00,0.00,0.00,0.00,0.45,0.00,1.98,0.00,0.52,0.00,3.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
21,0,1.333,0.98,1,-57.3,23.0,386.9,-0.009,-0.127,-0.008,1.05,0.83,0.61,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.56,0.00,1.91,0.00,0.48,0.00,1.92,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22,0,1.400,0.98,1,-56.0,22.5,382.3,-0.010,-0.134,-0.008,1.04,0.87,0.32,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.57,0.00,1.93,0.00,0.24,0.00,0.52,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,0,1.467,0.98,1,-55.6,22.2,380.6,-0.015,-0.138,-0.009,1.05,0.99,0.54,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,1.65,0.00,0.23,0.00,0.21,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,0,1.533,0.98,1,-55.7,21.9,380.5,-0.015,-0.135,-0.010,0.80,0.86,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,1.77,0.00,0.20,0.00,0.10,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,0,1.600,0.98,1,-56.1,21.7,380.8,-0.019,-0.131,-0.013,1.06,0.90,0.54,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,1.93,0.00,0.18,0.00,0.04,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,0,1.667,0.98,1,-56.1,21.7,380.9,-0.015,-0.131,-0.015,1.13,0.95,0.43,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,2.05,0.00,0.21,0.00,0.07,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,0,1.733,0.98,1,-56.3,21.5,381.1,-0.017,-0.129,-0.014,1.23,1.04,0.46,0.61,0.00,0.11,0.00,0.00,0.00,0.00,0.27,0.00,1.93,0.00,0.11,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,0,1.800,0.98,1,-56.3,21.2,381.0,-0.018,-0.131,-0.016,1.05,0.88,0.37,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,1.99,0.00,0.11,0.00,0.00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,0,1.867,0.98,1,-56.4,20.8,381.1,-0.020,-0.126,-0.017,1.27,1.00,0.43,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,1.90,0.00,0.09,0.00,0.03,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,0,1.933,0.98,1,-56.4,20.6,382.7,-0.024,-0.126,-0.019,1.02,0.98,0.51,0.51,0.00,0.23,0.00,0.00,0.00,0.00,0.33,0.00,1.99,0.00,0.15,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,0,2.000,0.98,1,-56.3,20.0,383.4,-0.030,-0.127,-0.018,1.02,1.12,0.38,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,2.15,0.00,0.07,0.00,0.05,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,0,2.067,0.98,1,-56.2,19.7,384.2,-0.032,-0.126,-0.018,1.01,1.07,0.34,0.46,0.00,0.07,0.00,0.00,0.00,0.00,0.37,0.00,2.13,0.00,0.04,0.00,0.09,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,0,2.133,0.98,1,-56.0,19.4,383.9,-0.033,-0.128,-0.016,0.97,0.99,0.31,0.47,0.00,0.14,0.00,0.00,0.00,0.00,0.37,0.00,2.15,0.00,0.05,0.00,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,0,2.200,0.98,1,-56.0,19.3,384.6,-0.033,-0.128,-0.015,0.94,0.94,0.31,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,2.07,0.00,0.07,0.00,0.09,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,0,2.267,0.98,1,-56.0,19.3,384.5,-0.031,-0.127,-0.015,0.89,0.95,0.34,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,2.27,0.00,0.08,0.00,0.11,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,0,2.333,0.98,1,-56.4,19.3,385.1,-0.029,-0.125,-0.014,0.96,0.79,0.14,0.22,0.00,0.00,0.00,0.00,0.07,0.00,0.13,0.00,2.18,0.00,0.02,0.00,0.15,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,0,2.400,0.98,1,-56.5,19.4,384.8,-0.026,-0.123,-0.014,0.98,0.87,0.03,0.48,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,2.24,0.00,0.09,0.00,0.12,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,0,2.467,0.98,1,-56.5,19.6,384.5,-0.023,-0.119,-0.016,0.99,0.88,0.13,0.50,0.00,0.00,0.00,0.00,0.59,0.10,0.00,0.00,2.07,0.00,0.07,0.00,0.17,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,0,2.533,0.98,1,-56.5,19.6,383.9,-0.023,-0.119,-0.016,0.98,0.80,0.07,0.56,0.00,0.00,0.00,0.00,0.69,0.03,0.00,0.00,1.83,0.00,0.10,0.00,0.14,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,0,2.600,0.98,1,-56.5,19.6,383.5,-0.026,-0.118,-0.017,0.91,0.76,0.17,0.66,0.00,0.00,0.00,0.00,0.58,0.08,0.00,0.00,1.62,0.00,0.14,0.00,0.20,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,0,2.667,0.98,1,-56.5,19.7,383.6,-0.026,-0.118,-0.018,0.93,0.76,0.11,0.86,0.00,0.06,0.00,0.00,0.75,0.00,0.00,0.00,1.67,0.00,0.19,0.00,0.20,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,0,2.733,0.98,1,-56.4,19.9,383.1,-0.025,-0.116,-0.019,0.78,0.65,0.03,0.89,0.00,0.25,0.00,0.00,0.87,0.00,0.00,0.00,1.95,0.00,0.18,0.00,0.27,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,0,2.800,0.98,1,-56.3,20.3,382.8,-0.023,-0.118,-0.019,0.80,0.73,0.01,0.44,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,1.81,0.00,0.20,0.00,0.11,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,0,2.867,0.98,1,-56.2,20.4,382.6,-0.022,-0.120,-0.019,0.69,0.73,0.00,0.50,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,1.78,0.00,0.25,0.00,0.22,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,0,2.933,0.98,1,-56.1,20.5,382.6,-0.023,-0.120,-0.019,0.75,0.67,0.01,0.43,0.00,0.22,0.00,0.00,1.01,0.05,0.00,0.00,1.87,0.00,0.22,0.00,0.22,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,0,3.000,0.98,1,-55.8,20.6,381.4,-0.024,-0.125,-0.016,1.02,0.86,0.20,0.98,0.00,0.26,0.00,0.00,0.85,0.18,0.00,0.00,1.82,0.00,0.17,0.00,0.07,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,0,3.067,0.98,1,-55.7,20.6,381.8,-0.027,-0.124,-0.014,0.95,0.87,0.23,0.64,0.00,0.07,0.00,0.00,0.82,0.13,0.00,0.00,1.82,0.00,0.17,0.00,0.13,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,0,3.133,0.98,1,-55.1,20.5,382.3,-0.034,-0.125,-0.014,1.04,1.00,0.32,0.54,0.00,0.03,0.00,0.00,0.80,0.32,0.00,0.00,1.75,0.00,0.29,0.00,0.19,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,0,3.200,0.98,1,-54.3,20.1,382.1,-0.040,-0.128,-0.016,0.96,0.99,0.17,0.72,0.00,0.00,0.00,0.00,0.87,0.33,0.00,0.00,1.85,0.00,0.27,0.00,0.16,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,0,3.267,0.98,1,-53.2,19.3,382.2,-0.049,-0.129,-0.014,0.90,1.02,0.32,0.51,0.00,0.02,0.00,0.00,0.91,0.18,0.00,0.00,1.86,0.00,0.25,0.00,0.19,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,0,3.333,0.98,1,-51.9,18.1,382.0,-0.061,-0.128,-0.013,0.88,0.99,0.14,0.50,0.00,0.00,0.00,0.00,0.83,0.31,0.00,0.00,1.78,0.00,0.17,0.00,0.23,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52,0,3.400,0.98,1,-50.5,16.8,381.8,-0.065,-0.128,-0.012,0.91,1.05,0.22,0.71,0.00,0.00,0.00,0.00,0.86,0.12,0.08,0.00,1.83,0.00,0.23,0.00,0.10,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,0,3.467,0.98,1,-49.4,15.4,384.7,-0.080,-0.124,-0.010,1.02,1.29,0.26,0.62,0.00,0.08,0.00,0.00,0.72,0.16,0.12,0.00,1.93,0.00,0.29,0.00,0.11,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,0,3.533,0.98,1,-47.9,14.1,386.7,-0.082,-0.129,-0.005,0.94,1.28,0.01,0.70,0.00,0.00,0.00,0.00,0.59,0.05,0.24,0.00,1.75,0.00,0.18,0.00,0.09,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,0,3.600,0.98,1,-46.0,12.6,388.7,-0.087,-0.126,-0.003,1.09,1.52,0.19,0.83,0.00,0.00,0.00,0.00,0.63,0.00,0.29,0.00,1.68,0.00,0.16,0.00,0.09,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56,0,3.667,0.98,1,-43.3,11.3,389.5,-0.089,-0.125,0.002,1.12,1.36,0.25,0.65,0.00,0.17,0.00,0.00,0.50,0.00,0.43,0.00,1.67,0.00,0.11,0.00,0.12,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,0,3.733,0.98,1,-40.2,10.2,391.1,-0.090,-0.125,0.010,1.01,1.35,0.10,0.28,0.00,0.17,0.00,0.00,0.45,0.15,0.45,0.00,1.83,0.00,0.09,0.00,0.09,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,0,3.800,0.98,1,-36.8,9.4,391.9,-0.088,-0.127,0.016,1.15,1.40,0.08,0.44,0.00,0.10,0.00,0.00,0.41,0.00,0.38,0.00,1.77,0.00,0.04,0.00,0.26,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,0,3.867,0.98,1,-33.8,8.8,394.1,-0.091,-0.124,0.023,1.22,1.43,0.26,0.32,0.00,0.09,0.00,0.00,0.25,0.00,0.32,0.00,1.80,0.00,0.13,0.00,0.29,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,0,3.933,0.98,1,-31.1,8.6,395.3,-0.085,-0.122,0.029,1.22,1.46,0.18,0.30,0.00,0.00,0.00,0.00,0.29,0.00,0.40,0.00,1.68,0.00,0.03,0.00,0.27,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,0,4.000,0.98,1,-28.9,8.4,396.5,-0.084,-0.117,0.031,1.26,1.47,0.09,0.69,0.00,0.00,0.00,0.00,0.27,0.00,0.24,0.00,1.66,0.00,0.06,0.00,0.26,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,0,4.067,0.98,1,-27.6,8.4,398.0,-0.080,-0.110,0.032,1.23,1.46,0.13,0.78,0.00,0.00,0.00,0.00,0.31,0.00,0.26,0.00,1.67,0.00,0.04,0.00,0.31,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,0,4.133,0.98,1,-27.1,8.5,398.1,-0.072,-0.108,0.033,1.13,1.33,0.05,0.47,0.00,0.00,0.00,0.00,0.28,0.00,0.38,0.00,1.75,0.00,0.02,0.00,0.24,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
64,0,4.200,0.98,1,-26.7,8.9,398.5,-0.065,-0.100,0.032,1.28,1.41,0.27,0.65,0.00,0.20,0.00,0.00,0.22,0.00,0.26,0.00,1.80,0.00,0.08,0.00,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,0,4.267,0.98,1,-25.7,9.2,398.2,-0.058,-0.101,0.030,1.28,1.25,0.30,0.47,0.00,0.11,0.00,0.00,0.30,0.00,0.27,0.00,1.91,0.00,0.08,0.00,0.26,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,0,4.333,0.98,1,-24.2,9.6,397.6,-0.052,-0.097,0.032,1.43,1.32,0.26,0.58,0.00,0.00,0.00,0.00,0.20,0.00,0.23,0.00,1.73,0.00,0.02,0.00,0.34,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
67,0,4.400,0.98,1,-22.4,10.0,398.6,-0.051,-0.098,0.036,1.40,1.22,0.12,0.65,0.00,0.07,0.00,0.00,0.16,0.00,0.28,0.00,1.73,0.00,0.03,0.00,0.32,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,0,4.467,0.98,1,-20.1,10.5,399.0,-0.048,-0.096,0.044,1.56,1.51,0.33,0.75,0.00,0.19,0.00,0.00,0.17,0.00,0.25,0.00,1.55,0.00,0.01,0.00,0.33,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
69,0,4.533,0.98,1,-17.3,10.8,400.0,-0.048,-0.096,0.049,1.35,1.37,0.25,0.39,0.00,0.29,0.00,0.00,0.19,0.00,0.10,0.00,1.44,0.00,0.00,0.00,0.29,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
70,0,4.600,0.98,1,-14.0,10.9,399.6,-0.043,-0.094,0.054,1.47,1.51,0.23,0.40,0.00,0.03,0.00,0.00,0.21,0.00,0.15,0.00,1.21,0.00,0.00,0.00,0.30,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71,0,4.667,0.98,1,-10.4,10.7,401.0,-0.038,-0.094,0.056,1.21,1.37,0.22,0.40,0.00,0.00,0.00,0.00,0.35,0.00,0.20,0.00,1.32,0.00,0.00,0.00,0.29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
