frame,face_id,timestamp,confidence,success,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
72,0,4.733,0.98,1,-7.0,10.5,402.1,-0.037,-0.093,0.055,1.59,1.51,0.16,0.54,0.00,0.00,0.00,0.00,0.42,0.00,0.14,0.00,1.32,0.00,0.00,0.00,0.43,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
73,0,4.800,0.98,1,-3.4,10.1,404.4,-0.035,-0.098,0.054,1.25,1.11,0.01,0.32,0.00,0.00,0.00,0.00,0.43,0.00,0.18,0.00,1.13,0.00,0.00,0.00,0.31,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
74,0,4.867,0.98,1,-0.6,10.0,406.1,-0.027,-0.107,0.047,1.55,1.28,0.00,0.33,0.00,0.00,0.00,0.00,0.37,0.00,0.41,0.00,1.13,0.00,0.01,0.00,0.40,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75,0,4.933,0.98,1,0.8,9.9,407.7,-0.026,-0.113,0.035,1.62,1.29,0.06,0.24,0.00,0.00,0.00,0.00,0.23,0.00,0.27,0.00,0.93,0.00,0.04,0.00,0.41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
76,0,5.000,0.98,1,0.8,10.0,409.8,-0.019,-0.124,0.022,1.25,1.30,0.04,0.25,0.00,0.00,0.00,0.00,0.09,0.00,0.37,0.00,0.87,0.00,0.04,0.00,0.42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
77,0,5.067,0.98,1,-0.3,9.9,411.2,-0.008,-0.126,0.011,1.31,1.29,0.00,0.11,0.00,0.00,0.00,0.00,0.13,0.00,0.42,0.00,0.92,0.00,0.06,0.00,0.32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,0,5.133,0.98,1,-2.2,9.9,413.6,-0.001,-0.124,-0.000,1.30,1.24,0.00,0.19,0.00,0.00,0.00,0.00,0.14,0.00,0.33,0.00,0.89,0.00,0.00,0.00,0.30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79,0,5.200,0.98,1,-4.3,10.0,422.1,0.005,-0.123,-0.015,1.68,1.58,0.00,0.40,0.00,0.38,0.00,0.00,0.39,0.00,0.33,0.00,0.83,0.00,0.28,0.00,1.98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
80,0,5.267,0.98,1,-6.3,9.7,424.7,0.008,-0.115,-0.032,1.54,1.41,0.12,0.50,0.00,0.71,0.00,0.00,0.37,0.00,0.29,0.00,1.14,0.00,0.14,0.00,2.68,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
81,0,5.333,0.98,1,-7.8,8.4,423.7,0.014,-0.095,-0.041,1.29,1.12,0.11,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.31,0.00,1.02,0.00,0.04,0.00,0.97,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
82,0,5.400,0.98,1,-8.8,7.2,419.3,0.012,-0.086,-0.050,1.43,1.25,0.29,0.46,0.00,0.00,0.00,0.00,0.02,0.00,0.32,0.00,0.94,0.00,0.00,0.00,0.31,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83,0,5.467,0.98,1,-9.6,6.0,422.5,0.006,-0.079,-0.053,1.45,1.14,0.33,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,1.35,0.00,0.00,0.00,0.09,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84,0,5.533,0.98,1,-9.8,4.7,422.2,0.005,-0.074,-0.057,1.50,1.31,0.23,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,1.24,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85,0,5.600,0.98,1,-9.4,3.3,424.6,-0.005,-0.059,-0.055,1.20,1.23,0.22,0.46,0.00,0.00,0.00,0.00,0.03,0.00,0.34,0.00,1.47,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,0,5.667,0.98,1,-7.6,2.5,425.4,-0.004,-0.045,-0.051,1.32,1.30,0.21,0.87,0.00,0.00,0.00,0.00,0.10,0.00,0.29,0.00,1.50,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
87,0,5.733,0.98,1,-4.5,2.0,426.6,-0.016,-0.036,-0.043,1.20,1.19,0.33,0.98,0.00,0.00,0.00,0.00,0.02,0.00,0.19,0.00,1.43,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
88,0,5.800,0.98,1,-0.1,1.7,427.4,-0.020,-0.027,-0.033,1.39,1.31,0.32,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,1.56,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89,0,5.867,0.98,1,4.7,1.4,428.3,-0.025,-0.016,-0.024,1.27,1.16,0.25,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,1.41,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
90,0,5.933,0.98,1,9.7,1.3,429.2,-0.031,-0.006,-0.018,1.16,1.21,0.34,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,1.35,0.03,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
91,0,6.000,0.98,1,14.9,1.2,431.4,-0.047,0.003,-0.008,1.05,0.95,0.12,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,1.19,0.04,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
92,0,6.067,0.98,1,20.1,1.4,430.9,-0.048,0.013,0.002,1.05,1.10,0.19,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,1.23,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
93,0,6.133,0.98,1,25.6,1.4,434.0,-0.061,0.026,0.016,0.92,1.08,0.17,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,1.46,0.15,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
94,0,6.200,0.98,1,31.1,1.3,434.9,-0.073,0.031,0.027,1.18,1.20,0.18,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,1.55,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
95,0,6.267,0.98,1,36.3,0.9,435.4,-0.085,0.036,0.041,1.00,1.21,0.29,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,1.21,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
96,0,6.333,0.98,1,41.2,0.8,437.2,-0.098,0.045,0.049,0.87,1.16,0.28,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,1.49,0.09,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
97,0,6.400,0.98,1,45.6,0.7,437.0,-0.110,0.057,0.052,0.93,1.34,0.39,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,1.24,0.16,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
98,0,6.467,0.98,1,49.8,0.7,437.2,-0.117,0.067,0.054,0.91,1.29,0.36,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,1.31,0.17,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,0,6.533,0.98,1,53.9,0.9,437.7,-0.124,0.077,0.057,0.48,1.10,0.20,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,1.25,0.08,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100,0,6.600,0.98,1,58.3,1.5,437.8,-0.129,0.087,0.061,0.47,1.23,0.02,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,1.18,0.04,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,0,6.667,0.98,1,62.9,2.4,438.3,-0.129,0.097,0.066,0.62,1.30,0.12,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.27,0.05,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
102,0,6.733,0.98,1,67.0,3.2,438.1,-0.124,0.114,0.069,0.52,1.11,0.40,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,1.21,0.02,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
103,0,6.800,0.98,1,70.8,4.0,437.8,-0.120,0.128,0.071,0.92,1.31,0.43,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,1.19,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,0,6.867,0.98,1,74.1,4.9,438.0,-0.115,0.137,0.072,0.70,1.23,0.31,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,1.13,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,0,6.933,0.98,1,76.7,5.4,438.6,-0.115,0.143,0.077,0.69,1.13,0.11,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,1.13,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
106,0,7.000,0.98,1,78.1,5.5,438.9,-0.117,0.147,0.082,0.47,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,1.03,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,0,7.067,0.98,1,78.3,5.2,439.4,-0.121,0.143,0.084,0.46,1.03,0.06,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,1.12,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
108,0,7.133,0.98,1,76.2,4.6,439.4,-0.118,0.138,0.081,0.46,1.03,0.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,1.21,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
109,0,7.200,0.98,1,71.5,3.5,439.2,-0.131,0.141,0.068,0.49,1.15,0.04,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,1.08,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
110,0,7.267,0.98,1,65.5,2.2,438.2,-0.145,0.139,0.055,0.54,1.05,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.97,0.00,0.00,0.00,0.04,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
111,0,7.333,0.98,1,58.9,1.3,436.8,-0.144,0.128,0.043,0.96,1.30,0.63,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.95,0.00,0.00,0.00,0.15,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
112,0,7.400,0.98,1,51.2,0.7,435.3,-0.136,0.119,0.031,0.93,1.15,0.56,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,1.17,0.00,0.00,0.00,0.23,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113,0,7.467,0.98,1,42.7,0.3,433.3,-0.131,0.109,0.013,1.10,1.26,0.60,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,1.32,0.00,0.00,0.00,0.27,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,0,7.533,0.98,1,34.7,-0.2,439.8,-0.128,0.102,-0.003,1.20,1.32,0.51,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.38,0.00,1.60,0.00,0.00,0.00,2.24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
115,0,7.600,0.98,1,25.6,-1.3,436.1,-0.117,0.081,-0.021,0.86,1.08,0.68,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.37,0.00,1.57,0.00,0.00,0.00,2.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
116,0,7.667,0.98,1,15.9,-2.5,428.8,-0.110,0.066,-0.039,1.06,0.99,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,1.83,0.00,0.00,0.00,0.69,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
117,0,7.733,0.98,1,5.8,-3.0,424.2,-0.098,0.050,-0.054,1.22,1.19,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,1.84,0.00,0.00,0.00,0.36,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
118,0,7.800,0.98,1,-4.9,-2.6,421.2,-0.087,0.034,-0.068,1.13,1.13,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,2.00,0.00,0.00,0.00,0.12,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
119,0,7.867,0.98,1,-16.0,-1.9,418.5,-0.067,0.014,-0.086,1.25,1.23,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,2.01,0.00,0.00,0.00,0.08,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
120,0,7.933,0.98,1,-27.1,-1.1,416.7,-0.051,-0.007,-0.102,1.09,1.05,1.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,1.82,0.00,0.00,0.00,0.13,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
121,0,8.000,0.98,1,-38.3,-0.5,415.2,-0.044,-0.027,-0.116,1.13,1.04,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,2.10,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
122,0,8.067,0.98,1,-49.0,0.0,413.4,-0.041,-0.047,-0.126,1.20,1.24,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,2.16,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
123,0,8.133,0.98,1,-59.2,0.6,412.5,-0.044,-0.068,-0.132,1.40,1.28,0.70,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,2.21,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
124,0,8.200,0.98,1,-68.6,1.1,411.2,-0.041,-0.089,-0.136,1.23,1.13,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,2.20,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
125,0,8.267,0.98,1,-77.4,1.9,411.0,-0.038,-0.115,-0.142,1.13,1.16,0.46,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,2.35,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126,0,8.333,0.98,1,-85.0,2.5,410.3,-0.042,-0.142,-0.150,1.35,1.29,0.50,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,2.24,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
127,0,8.400,0.98,1,-91.6,3.4,409.1,-0.042,-0.177,-0.161,1.31,1.49,0.48,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,2.05,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128,0,8.467,0.98,1,-98.2,4.3,408.4,-0.042,-0.209,-0.172,1.36,1.48,0.49,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,1.95,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
129,0,8.533,0.98,1,-105.4,5.2,408.8,-0.047,-0.233,-0.183,1.46,1.61,0.32,0.33,0.00,0.00,0.00,0.00,0.00,0.19,0.66,0.00,1.81,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130,0,8.600,0.98,1,-112.9,6.1,408.2,-0.048,-0.257,-0.191,1.27,1.44,0.36,0.82,0.00,0.00,0.00,0.00,0.00,0.11,0.74,0.00,1.80,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
131,0,8.667,0.98,1,-121.0,7.3,408.4,-0.050,-0.270,-0.198,1.55,1.59,0.53,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,1.65,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
132,0,8.733,0.98,1,-128.6,8.7,408.6,-0.054,-0.281,-0.204,1.39,1.47,0.50,0.56,0.00,0.00,0.00,0.00,0.00,0.05,0.73,0.00,1.70,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
133,0,8.800,0.98,1,-134.7,9.6,408.7,-0.054,-0.295,-0.211,1.56,1.38,0.60,0.43,0.00,0.00,0.00,0.00,0.00,0.01,0.61,0.00,1.88,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
134,0,8.867,0.98,1,-139.8,10.3,410.9,-0.051,-0.301,-0.214,1.68,1.35,0.61,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,1.79,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135,0,8.933,0.98,1,-142.5,10.4,412.5,-0.049,-0.300,-0.216,1.64,1.39,0.52,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,2.18,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
136,0,9.000,0.98,1,-143.6,9.2,415.6,-0.057,-0.297,-0.216,1.55,1.44,0.53,0.18,0.00,0.00,0.00,0.00,0.00,0.08,0.71,0.00,2.03,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137,0,9.067,0.98,1,-142.8,7.3,418.7,-0.063,-0.291,-0.216,1.51,1.45,0.44,0.40,0.00,0.00,0.00,0.00,0.00,0.06,0.56,0.00,1.97,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,0,9.133,0.98,1,-141.1,4.8,422.8,-0.073,-0.281,-0.213,1.26,1.35,0.45,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,1.94,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
139,0,9.200,0.98,1,-138.2,2.3,427.3,-0.069,-0.272,-0.204,1.08,1.29,0.27,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,2.06,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,0,9.267,0.98,1,-134.6,-0.2,431.4,-0.076,-0.262,-0.196,1.10,1.23,0.20,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,2.09,0.00,0.01,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
141,0,9.333,0.98,1,-130.8,-2.8,435.9,-0.076,-0.259,-0.183,1.16,1.24,0.16,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,2.02,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142,0,9.400,0.98,1,-128.0,-5.1,442.7,-0.073,-0.247,-0.175,1.27,1.46,0.36,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,1.96,0.00,0.08,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143,0,9.467,0.98,1,-124.2,-7.4,446.1,-0.077,-0.236,-0.168,1.06,1.27,0.04,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,1.96,0.00,0.08,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
144,0,9.533,0.98,1,-120.6,-9.1,450.6,-0.075,-0.230,-0.160,1.18,1.38,0.19,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,2.14,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
